x,y
399,280
308,695
254,533
320,729
255,951
290,957
488,960
550,957
515,574
950,607
960,603
880,738
901,846
889,208
587,553
652,370
866,339
961,453
936,310
642,617
635,385
683,308
709,521
658,277
93,618
370,516
425,658
197,790
682,418
819,254
490,961
250,907
780,263
286,957
247,938
134,884
518,607
641,492
557,542
363,616
423,591
522,407
554,129
637,161
717,326
350,916
343,925
735,336
339,743
504,465
345,904
867,158
898,180
857,200
951,519
330,925
741,583
682,633
704,583
694,583
746,591
701,685
671,759
211,924
732,347
710,395
765,337
839,346
538,502
484,869
690,322
238,695
486,455
740,378
827,504
802,479
765,463
693,496
963,433
926,385
685,701
724,692
294,661
873,358
188,626
76,726
277,775
690,318
726,335
652,302
755,459
564,835
565,841
451,841
162,930
781,429
909,523
712,440
754,476
483,174
420,147
492,207
443,181
409,354
687,662
523,811
549,511
96,794
84,675
688,515
526,502
664,652
517,805
501,786
523,792
413,666
415,444
526,517
498,430
792,269
595,105
640,73
628,73
702,91
891,253
454,775
495,666
442,534
546,529
572,601
423,490
962,502
961,374
297,41
577,545
580,562
542,540
577,568
466,304
680,372
609,440
245,954
453,639
365,588
516,496
362,516
782,318
484,461
332,931
304,331
860,372
961,463
694,589
760,590
488,53
130,170
952,324
542,333
556,576
571,703
530,518
311,955
555,557
366,645
273,854
681,502
796,509
805,519
344,826
135,70
938,306
963,345
643,503
957,350
931,334
454,306
462,282
213,940
578,466
752,339
831,234
778,298
100,359
525,907
242,942
542,581
688,108
621,668
552,592
62,652
188,689
535,409
683,578
335,393
584,620
388,411
509,525
553,556
682,335
762,278
770,236
791,309
753,303
529,932
703,826
540,542
532,466
506,471
610,558
624,504
707,302
567,353
589,449
563,434
75,710
137,587
285,695
237,526
240,675
731,333
776,397
803,378
592,358
764,306
843,531
814,494
844,104
282,884
524,548
524,545
602,568
614,505
535,568
928,544
344,312
445,308
694,532
682,519
654,610
578,609
652,385
455,655
357,837
696,527
645,323
751,622
539,642
335,570
475,50
558,138
465,344
254,504
233,491
673,400
763,328
700,340
687,362
769,416
585,571
779,423
766,419
840,154
492,616
598,848
608,877
600,897
937,620
695,894
683,334
614,622
111,622
113,622
232,625
225,665
409,645
495,962
446,937
758,286
801,161
949,239
365,948
637,586
833,84
625,106
276,930
122,886
684,212
674,212
772,75
390,432
424,398
513,502
606,563
757,94
789,140
617,372
661,416
676,348
687,323
457,449
767,366
421,857
961,439
602,509
736,163
598,599
551,476
644,431
573,411
122,541
134,512
390,900
745,362
763,293
442,427
231,803
256,746
780,456
690,399
634,588
550,494
846,183
472,739
484,519
820,511
951,394
609,288
856,358
435,621
727,189
534,716
433,636
297,912
375,630
405,88
612,112
233,918
307,926
604,627
952,566
895,697
642,678
568,520
570,476
798,462
554,530
591,606
182,863
568,563
373,784
93,442
68,464
258,641
247,582
259,735
81,574
118,717
140,675
350,726
611,739
525,962
798,743
804,729
529,452
245,716
260,638
86,562
681,449
820,239
556,550
688,451
691,389
398,621
502,546
470,536
932,577
779,461
285,953
478,501
730,367
199,554
889,172
266,917
760,473
960,521
577,456
196,928
449,788
632,601
682,397
609,603
600,523
675,612
445,472
432,488
601,563
629,683
757,385
774,126
656,310
953,298
502,548
466,539
292,695
799,506
869,434
789,547
578,612
640,590
626,678
541,566
773,430
792,285
755,375
318,727
406,695
787,309
848,402
804,390
355,650
260,731
347,782
493,791
422,689
416,148
350,139
753,270
956,307
663,404
268,915
802,543
864,508
589,608
454,500
462,566
308,937
477,866
345,655
794,464
783,556
323,643
305,633
375,639
409,647
370,734
685,575
694,546
703,578
686,700
685,683
580,260
406,504
390,363
216,528
414,685
438,538
561,577
228,949
532,278
683,387
689,442
527,388
441,488
633,931
586,581
815,86
620,572
387,393
317,363
242,930
237,913
95,852
644,685
839,737
736,823
341,685
570,688
457,785
557,702
697,845
498,425
221,710
343,689
581,532
747,349
606,604
219,947
915,289
593,350
420,576
235,633
440,764
560,696
930,433
679,511
898,414
464,489
602,609
685,681
570,511
792,527
691,719
710,691
396,780
751,783
740,915
121,758
519,755
254,720
309,960
539,817
632,898
524,912
409,952
259,940
703,337
956,303
753,486
686,577
416,410
501,414
580,574
484,692
433,480
557,596
219,936
498,500
472,551
423,930
480,665
565,486
582,518
621,498
604,551
899,134
186,693
452,311
686,589
676,603
342,910
268,957
582,154
567,167
641,151
434,550
506,543
601,587
807,527
698,673
574,606
578,588
464,606
546,506
525,413
860,128
492,555
613,603
482,500
548,506
574,551
310,960
430,679
672,445
690,446
831,512
786,483
788,487
783,486
736,154
279,796
666,419
536,668
547,334
602,372
692,396
680,373
428,696
374,791
559,563
703,351
162,635
654,228
405,464
491,416
613,442
244,949
419,239
897,379
676,450
607,542
53,551
207,648
620,506
817,398
552,560
506,58
521,116
565,500
293,918
596,591
83,769
119,499
278,953
762,512
429,617
408,728
456,776
961,375
126,789
834,465
49,331
656,675
203,377
291,867
878,120
282,634
927,310
393,859
237,758
334,656
642,231
490,182
308,898
281,934
325,481
381,953
646,430
681,476
378,511
494,695
814,504
513,458
450,844
728,380
949,558
370,712
259,635
413,747
944,215
923,311
587,174
309,327
733,369
801,276
666,373
535,555
524,582
574,846
576,840
648,796
660,791
678,750
484,662
548,672
609,680
583,623
329,695
748,686
691,664
658,284
769,124
119,808
520,115
320,925
326,707
266,693
581,561
899,275
930,297
902,316
439,540
686,348
705,365
352,85
56,399
408,641
382,641
361,643
458,527
951,511
220,494
327,531
330,526
734,164
857,111
547,726
537,548
471,499
585,560
578,584
678,718
700,666
361,799
672,708
