x,y
495,593
435,621
309,414
823,749
507,917
903,974
949,955
264,648
313,696
560,488
667,333
630,587
514,937
517,901
601,892
615,922
430,866
415,602
324,318
667,645
440,684
323,564
322,522
504,515
794,661
254,706
277,703
223,616
149,102
100,65
479,724
508,573
293,508
594,670
683,706
452,505
444,631
486,628
268,715
488,507
423,712
254,641
677,711
909,816
678,961
610,911
771,328
437,409
148,277
152,320
145,174
153,213
583,672
467,451
402,369
328,594
269,658
387,612
408,587
343,613
277,683
448,70
235,37
209,41
179,39
80,131
168,193
447,666
428,625
468,273
301,410
297,352
335,92
764,664
727,777
730,750
743,722
730,713
134,643
168,483
182,396
131,109
350,728
56,309
125,186
139,238
178,406
177,476
404,236
129,165
157,92
744,246
744,251
348,615
299,673
260,635
332,317
388,348
407,312
273,195
704,348
261,546
322,517
393,496
535,80
116,270
55,184
69,166
48,132
122,91
349,581
410,508
382,96
250,76
280,231
273,704
277,774
339,742
397,869
258,874
138,171
235,705
415,672
474,603
459,649
120,299
76,202
127,142
169,109
168,103
303,688
716,388
250,650
360,635
394,643
194,531
243,542
134,356
88,91
90,64
302,646
340,580
234,459
383,116
491,413
141,525
328,599
482,527
180,468
181,386
175,329
48,314
102,239
386,55
866,817
824,890
878,857
900,940
213,546
63,394
247,63
212,83
156,144
108,147
712,377
315,442
360,403
53,308
69,180
127,216
365,718
358,730
317,735
362,720
940,670
963,400
697,487
321,727
660,317
486,75
400,53
323,111
934,636
838,890
186,480
47,127
115,165
830,700
355,693
255,738
205,641
851,859
836,760
344,542
321,594
252,665
828,447
601,771
526,397
430,612
432,589
314,617
313,621
605,429
282,506
600,70
100,201
183,118
59,171
211,924
226,775
171,444
226,549
107,76
122,61
179,69
223,121
638,648
721,781
274,443
575,617
528,559
332,469
442,620
443,636
432,630
465,664
672,279
638,288
643,290
661,313
553,357
197,790
192,870
152,868
289,672
262,712
85,758
181,304
249,179
101,78
125,134
183,804
181,860
116,787
515,848
358,91
420,61
735,163
549,56
407,635
465,673
820,481
616,934
584,909
559,905
322,659
364,628
253,629
210,826
225,205
225,204
206,198
172,185
144,181
308,672
290,681
523,164
264,261
479,113
421,86
269,64
64,36
209,40
326,264
187,334
151,199
288,679
316,693
353,620
821,849
812,795
800,506
861,665
588,730
629,687
926,447
414,678
454,441
202,394
112,374
72,325
63,348
108,393
414,86
348,589
164,795
263,687
319,688
90,267
498,199
98,248
113,454
84,453
295,785
269,711
259,756
272,785
62,372
488,655
305,645
354,735
413,334
363,602
373,524
273,57
164,64
271,107
129,40
880,809
418,762
415,710
425,692
340,797
276,646
489,325
733,319
696,350
755,268
328,732
332,702
340,590
476,737
410,763
345,53
442,54
140,113
115,143
77,131
130,108
671,444
620,500
629,481
495,514
353,715
684,964
912,475
104,377
281,701
50,213
102,182
42,218
407,574
202,529
489,587
534,467
481,757
400,873
283,272
259,167
234,159
218,94
135,85
33,27
652,848
194,774
535,518
214,533
255,553
755,821
573,685
904,506
939,376
861,363
498,56
407,440
481,544
103,144
135,77
336,597
334,566
356,615
396,585
531,283
863,373
515,112
318,530
495,545
791,901
849,703
693,876
503,512
452,491
201,104
137,102
124,85
520,765
775,675
647,656
557,908
610,558
628,909
628,903
550,930
580,845
599,396
424,644
315,639
290,690
352,389
373,630
